ID,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20
6,NA,NA,NA,-2.2212229743206757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,NA,NA,NA,-4.118015815947463,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.498071141529378,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,-1.2602200039495024,-0.8412976061810878,NA,NA,NA,NA,NA,NA,NA,0.3457263651564265,NA,NA,NA
59,NA,NA,2.1056509839845536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4942577952316245,NA,NA,NA,-2.000859852003981
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.348990256156488,NA,NA,NA
139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,NA,NA,NA,-1.2680666498586812,NA,NA,NA,NA,1.4412996679959518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,NA,NA,NA,0.017099548852178792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27910178833265376,NA,NA,NA,NA
243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9361941652064485,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5182769800150577,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.9565765123417145
261,NA,1.1083874728638552,NA,NA,NA,NA,-2.14130020664345,NA,NA,NA,NA,NA,4.266065927796399,NA,NA,NA,NA,NA,NA,NA
271,-0.7164372130138958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,NA,NA,NA,NA,NA,NA,2.487630778638803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2410114440240507,NA,NA,-5.5611599008381205,NA,NA
337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0492246420613431,NA,NA,NA,NA,NA,NA,NA,NA
353,NA,NA,NA,NA,-2.0107212502737672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,NA,NA,-1.777376873331594,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.036824356176632,NA,NA,NA,NA,NA
391,NA,NA,NA,NA,NA,NA,NA,3.182232676736752,NA,NA,NA,NA,NA,NA,2.125072917396384,NA,NA,NA,NA,NA
398,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78786757759267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6510116639969463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,NA,-2.2567505982092104,NA,NA,NA,-3.533833998898171,NA,NA,NA,NA,NA,-1.058276234080033,NA,NA,NA,NA,NA,-5.992477710323236,NA,-0.34816868440330545
453,NA,NA,NA,NA,-0.06866201964647523,NA,NA,NA,NA,-1.2737556546839008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3573677539270577
487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,NA,NA,NA,NA,NA,2.6288832268956983,NA,NA,NA,NA,NA,1.8995510406357308,NA,NA,-0.8304077628874336,-6.723328809425157,NA,NA
515,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37536960384921414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7223173431345296,NA,NA,NA,NA,NA
534,NA,NA,2.720055860016518,NA,NA,NA,NA,NA,NA,NA,1.6582899341640605,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,0.556810984875663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4825398850164063,NA,NA,NA
568,NA,NA,NA,-0.3005825691259856,NA,NA,NA,-1.0849822848441881,NA,0.46005767954856613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,2.294242144707321,NA,NA,NA,NA,NA,NA,NA,0.0462107168317023,NA,-0.27491773456878094,NA,NA,NA,NA,NA,NA,NA,NA
665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7147658590269532,NA,NA,NA,NA,NA,NA,NA,NA
670,NA,NA,NA,NA,-2.4166367562635784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.436939681425204,NA,1.2312060795932636,NA,NA,NA,NA,NA,NA
724,NA,NA,2.793136957853903,NA,1.9134460747481319,NA,NA,NA,NA,NA,1.331988465348334,NA,NA,NA,NA,-0.028861709191634166,NA,NA,1.3693980715952367,-0.35831578419263754
764,NA,NA,NA,NA,NA,0.3860683856287925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7728933351519929,NA
788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8228610892136383,NA,NA,NA,NA,NA,NA,NA,NA,-2.1770854667466946
837,NA,NA,NA,NA,NA,NA,-1.2476522051569219,-1.1484645776415179,NA,NA,NA,0.8312454259005373,NA,NA,NA,NA,NA,NA,NA,NA
872,NA,NA,3.269100302645601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.64888209577472,NA,NA
924,NA,0.8659871063780489,NA,NA,NA,NA,-0.13024104471567255,NA,NA,NA,NA,NA,2.7234017832088986,NA,NA,NA,NA,NA,NA,NA
934,NA,NA,NA,NA,NA,NA,NA,-1.2077542221900737,NA,NA,NA,NA,NA,-1.3399890500574427,NA,3.328391106300104,NA,NA,NA,-2.888488574078748
936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
952,NA,NA,NA,NA,NA,NA,0.26404739096059504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1003,NA,NA,0.8810409682944802,NA,NA,-1.0203838537087973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3355659219213796,NA
1044,NA,NA,NA,1.8608184076244845,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6413505204094645,NA,NA,NA,NA,-0.3766462047435666,NA
1055,NA,NA,NA,NA,NA,-0.9510296768899801,NA,NA,-3.5538573244170673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,NA,NA,4.038406867558418,NA,NA,NA,NA,NA,NA,NA,0.6246864060179411,NA,NA,NA,NA,NA,NA,NA,NA,-3.6126013117188314
1067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8824149853254,NA,NA,NA,NA,NA
1107,NA,NA,NA,NA,NA,NA,NA,-1.0675013156437383,NA,NA,NA,NA,NA,NA,NA,1.849241127286164,NA,NA,NA,NA
1131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3497762157604063,NA,NA,NA,NA,NA,NA,NA,NA
1154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5832296141058917,NA,NA,NA,NA,NA,-1.6821934563098968,NA,NA,NA
1170,NA,NA,NA,NA,NA,NA,NA,1.5857653239940679,NA,NA,NA,-0.7602255035495744,NA,NA,2.30286854603418,NA,NA,NA,NA,NA
1185,1.5413022100678606,NA,NA,NA,NA,NA,-1.1586822837703867,NA,NA,NA,NA,-2.541965484202694,NA,NA,NA,NA,NA,NA,NA,NA
1206,NA,NA,1.0726004640245823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,NA,NA,-1.1263611856073985,NA,NA,NA,NA,NA,NA,NA,NA,0.6268238511653139,NA,NA,3.792779823614441,NA,-0.4167334663066024,-3.855858832332565,NA,NA
1253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,NA,NA,NA,NA,NA,NA,-0.6245078181051262,NA,-3.0367989192994767,NA,NA,NA,6.1113897245547095,NA,NA,NA,NA,NA,NA,NA
1305,NA,0.5187583449747031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5421885913711691,NA,NA,NA,NA,NA
1326,NA,NA,NA,NA,NA,0.31788569973564285,NA,NA,NA,NA,-1.0130534331450105,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331,NA,NA,NA,NA,NA,NA,1.2555043914237882,NA,-1.0390312808770592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1335,NA,NA,NA,NA,NA,NA,-0.7065757603035574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1380,NA,NA,0.7191897694270448,NA,NA,NA,NA,NA,NA,NA,NA,2.9253697448958986,NA,1.3313790184644585,NA,NA,NA,NA,NA,-0.4835100374395247
1391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1563764864512764,NA,NA,NA,NA,NA
1425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7055717125247037,1.5679745067772304,NA,NA,-2.8374351866189436
1426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5925367683696714,NA,NA,NA,NA,NA,NA,NA,NA,NA
1429,NA,NA,NA,NA,0.7676665026275371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,NA,NA,NA,-1.182521769738604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11289970150476525,NA,NA,NA,NA,NA
