ID,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20
6,NA,NA,NA,-2.2212229743206757,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5359813010057619,NA,NA,NA,NA,NA,NA
8,NA,NA,2.2243221722910222,NA,NA,NA,-0.6598409266789211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,-3.126794737783696,-1.7172827080987358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7769891292307032,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,-3.694903937652236,NA,NA,NA,1.0346483899557646,NA,1.089122596460464,NA,NA,NA,-6.268688458033497,NA,NA
68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.714197501244339,NA,NA,NA,NA,NA
79,1.6391226625154414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,2.8747536692827014,0.28724609555053354,1.2264571612407855,NA,0.6075683143903209,NA,NA,1.14406986297716,-3.236998016212357,NA,NA,NA,1.3181638058276093,NA,-0.44246543654047393,NA,NA,NA,NA,NA
165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3311246982426155,NA,NA,NA,NA,NA,NA,-1.5145979404040677
208,NA,2.4546992238881344,NA,NA,NA,NA,-0.9617446329285857,NA,NA,NA,NA,2.2867124864158734,NA,NA,0.7869961357223727,NA,NA,NA,NA,NA
243,NA,NA,2.0583356889005593,NA,NA,NA,-0.9347379876970363,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7026529384253206,-5.953968344606553,NA,NA
258,-0.19457477339807305,NA,NA,NA,NA,-2.3907546577690737,NA,NA,NA,NA,NA,2.0851419162139426,NA,1.0657953851234756,NA,NA,NA,-6.584648849677054,NA,NA
261,NA,NA,NA,NA,NA,NA,NA,-0.92820114055217,NA,NA,NA,1.7867590616347893,NA,NA,NA,NA,1.1264928605433462,NA,NA,NA
271,NA,NA,1.6734261673446822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NA,NA,NA,NA,NA,NA,NA,NA,-0.4246871690412881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,NA,NA,-0.3928200673346088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35719566160801386,NA
337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0492246420613431,NA,NA,NA,NA,NA,NA,NA,-2.3046747832269165
353,-0.455248977936946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,NA,NA,NA,NA,NA,NA,NA,0.1490302119448268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,NA,NA,NA,NA,NA,-1.6030663418714546,NA,NA,NA,-0.6836534955157485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,NA,NA,NA,NA,NA,0.267743964402244,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7944144885388353,NA,NA,NA,NA
448,NA,NA,NA,NA,NA,-3.533833998898171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,NA,NA,NA,-1.7571934475848312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7734521278141566,NA,NA,NA
485,NA,1.1792050632491986,NA,-0.7469605262129947,NA,NA,NA,1.7967608896610032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,1.1584481166108307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4925834741299817,NA,-2.9342982977748386,NA
497,NA,0.2853100333856733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.7259145585800955,NA,-1.608028685037753
502,NA,NA,NA,NA,-2.179505054445994,NA,NA,2.6288832268956983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14343173685526,NA,NA,NA,0.11098305281172743,NA
517,NA,NA,NA,NA,0.02222959900410526,NA,NA,NA,NA,NA,NA,NA,NA,1.2587982611712043,NA,NA,NA,NA,NA,NA
534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6582899341640605,NA,1.3275354219756088,NA,NA,NA,NA,NA,NA,NA
540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.939425053103824,NA,NA,NA,NA,NA,NA
565,1.0517654335553008,NA,1.5658032557427022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,0.22366769680098858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.689313841895423,NA,NA,NA,NA
584,NA,NA,-0.3292463303053907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,1.2057187304690071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.6681673372457055
668,3.6401631758169337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,NA,1.3764445961685143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.252645371199967,NA,NA,NA,NA,NA,NA,NA
682,NA,0.13910201015363033,0.4834855618263105,NA,NA,1.1608637302692721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9563138372845996
709,NA,NA,NA,NA,-1.367536022083792,NA,0.9722554067424121,NA,-2.563713669354571,NA,NA,NA,NA,1.2312060795932636,NA,NA,NA,NA,NA,NA
724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.780152443896436,NA,NA
764,NA,NA,NA,NA,0.3916328359336608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788,NA,1.3383295155602455,NA,NA,NA,NA,NA,1.2089094451743299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,NA,0.8827803310711771,NA,NA,NA,NA,1.6099278752001673,NA,NA,NA,NA,-1.0633094364369444,NA,NA,NA,NA,NA,NA,NA,-2.1770854667466946
837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7061398484167272,NA,NA,NA,NA,NA,NA,-3.959614743788937,NA,NA
