ID,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20
6,NA,1.7367727555790493,NA,NA,NA,-0.2321035978994751,NA,NA,NA,NA,NA,NA,NA,0.5359813010057619,NA,NA,NA,NA,-1.5758661187426701,NA
8,NA,NA,NA,0.16931761560302327,NA,NA,NA,NA,NA,0.9909582665452021,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9389362119409028
16,NA,3.939063400021559,NA,NA,-1.4717387732367988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2714309334292226,NA,NA,NA
35,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5675758681375385,NA,NA,NA,NA,0.3831922748380937,1.2179152371076762,0.3457263651564265,NA,-1.5775586234949457,NA
59,-1.2429338038935362,NA,NA,2.140453336517806,NA,NA,NA,NA,-4.833360582588176,1.1263584808717058,NA,1.0346483899557646,NA,1.089122596460464,NA,NA,NA,NA,-0.6116616521441613,NA
68,NA,1.974891734423766,3.3331750285520605,NA,NA,-2.12751819311649,NA,NA,-2.785201287330515,NA,2.842587049700375,-0.5688177954144467,NA,NA,1.714197501244339,NA,NA,NA,NA,-0.8161314453934725
79,NA,NA,NA,-0.8508446369341947,-2.1124236142364023,NA,-1.74999673805339,NA,-1.999756999754861,-2.8778601478514068,1.520770814418679,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,NA,NA,NA,NA,NA,NA,NA,1.14406986297716,-3.236998016212357,-0.2685843451522669,0.29441569621453123,1.9399100014485917,NA,3.9605183257243475,NA,NA,NA,NA,-0.6523768351402819,-1.2694037094240338
165,-0.5000012972992127,1.5222941421614435,1.813156579422379,NA,0.21901537023286688,-0.6775345442975284,NA,NA,NA,0.2456236882000964,NA,NA,NA,-0.7009942247390816,NA,NA,NA,NA,NA,-1.5145979404040677
208,NA,2.4546992238881344,NA,0.017099548852178792,NA,NA,-0.9617446329285857,0.049623310938202936,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.586022600530171,NA,-2.5247809555375826
243,NA,1.5207444900040863,NA,0.021860953156291163,NA,NA,-0.9347379876970363,-0.25314100977175213,NA,0.5023826957789148,2.9361941652064485,NA,NA,NA,1.970936810138667,1.1766058925703446,NA,-5.953968344606553,-1.1872122322023262,NA
258,-0.19457477339807305,1.79530788080329,1.3980406259113685,NA,NA,NA,NA,NA,NA,2.5182769800150577,NA,NA,NA,1.0657953851234756,NA,NA,NA,-6.584648849677054,NA,NA
261,NA,1.1083874728638552,NA,NA,NA,NA,NA,-0.92820114055217,-1.2129827032642255,NA,1.6566362588262815,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.8002362555560165,NA,NA,1.2770104183653042,1.1762455642173224,NA,NA,NA,NA,NA,-2.2095854125622303
296,NA,1.7585077310422335,NA,NA,NA,NA,-1.2603628909430118,NA,NA,NA,NA,1.0771291935695313,NA,NA,NA,NA,NA,NA,NA,-4.088372140793072
311,NA,NA,NA,0.10105841803826487,-0.3928200673346088,-3.3350207362057667,0.9108554933159918,NA,NA,NA,0.36549121637417115,2.2732393575684218,2.5775807266577635,NA,NA,1.5889310244061974,NA,NA,-0.35719566160801386,NA
337,-2.771862899051297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.539784957804584,1.9998252283625604,NA,NA,-0.6494293876126507,NA,-1.4589738834272683,-2.3046747832269165
353,-0.455248977936946,0.24629540581242956,-1.4149212522805164,NA,NA,NA,NA,NA,NA,-1.499615601451221,-0.23368701981888207,-0.9397530495504043,NA,NA,1.9999542297111015,NA,NA,-4.781623372333007,NA,NA
364,NA,NA,NA,NA,-1.777376873331594,NA,NA,NA,-1.4163428248910792,-0.9448276677521377,2.7725800713077446,NA,NA,NA,2.036824356176632,NA,0.0669594129972137,-6.080846825690037,NA,NA
391,-1.054304580952183,NA,2.456547092746847,NA,NA,NA,NA,3.182232676736752,NA,NA,NA,1.9394886902643536,NA,NA,2.125072917396384,1.7276497353966294,NA,NA,NA,NA
398,-1.841169414391107,NA,4.512546483194599,1.5795874767683877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9918628304507906,NA,NA,NA
423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9142427795250715,0.41164814293068447,NA,-0.30963023370235404,NA,NA,NA,NA,NA,NA
448,NA,-2.2567505982092104,NA,NA,NA,NA,NA,NA,-1.8050323598683737,-0.5346697237232002,NA,NA,3.7123783750477917,NA,1.8009275813956442,NA,NA,NA,NA,NA
453,NA,NA,NA,NA,-0.06866201964647523,NA,-1.7495789872620444,NA,-1.814125575286033,NA,NA,NA,1.8352228251988052,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,NA,NA,NA,NA,NA,NA,-1.9913429373094473,NA,NA,NA,2.6540841180478196,NA,NA,NA,NA,NA,NA,-2.3573677539270577
487,NA,NA,NA,NA,-1.2167212820543691,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.252115013639357,NA,NA,NA,NA,NA
497,NA,NA,1.9275792359189277,NA,-1.7738010045246817,NA,NA,NA,NA,NA,NA,NA,3.685345245113521,NA,NA,2.8439874302678207,NA,-7.7259145585800955,NA,NA
502,NA,2.7609786018827362,NA,1.8023849853156364,-2.179505054445994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2943559500977662
515,0.033326115682717816,NA,0.8821809998970638,-0.5434683579137043,-1.446519405845148,NA,NA,NA,1.1893143412246905,NA,1.2392251977892257,0.8892342285020303,7.596270713644159,NA,1.14343173685526,NA,-1.2218092170966588,-2.9553105562929263,NA,NA
517,NA,NA,NA,NA,NA,NA,-1.5433750952901562,NA,NA,NA,NA,NA,3.5900036037149285,NA,NA,NA,-0.8471858703042046,NA,1.2762156360607855,NA
534,-0.016369647929329545,NA,NA,NA,NA,NA,NA,NA,0.34660643215727394,NA,1.6582899341640605,NA,1.3275354219756088,NA,NA,NA,-1.9176023667605082,-5.878941516136135,-1.946621314696964,-3.353041927258094
540,NA,1.008887895489071,-1.0252257968824647,NA,NA,NA,NA,0.745316618003314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4375774047953173,NA
565,NA,0.7721469419163237,NA,NA,NA,NA,NA,-1.037160166088535,NA,NA,NA,2.418341448929613,3.467263396770729,NA,NA,NA,NA,-7.536389140560889,NA,-2.572396533534042
568,NA,0.03786169899662728,NA,-0.3005825691259856,NA,NA,NA,NA,NA,0.46005767954856613,NA,NA,3.348121681367454,NA,NA,NA,NA,NA,0.41564992853363913,NA
584,NA,2.294242144707321,-0.3292463303053907,0.2518342449028632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4321316309022296,NA,NA,NA,-2.019198233068891,NA
665,1.2057187304690071,NA,NA,NA,NA,NA,-3.0009757781310857,NA,-2.131422807233914,NA,2.3044264662222442,0.5715848752293222,NA,NA,NA,NA,NA,-4.5498186092576,0.47228772132062474,NA
668,NA,NA,NA,-0.2106931817970478,NA,NA,-0.40864689385962055,-0.3632231192736552,NA,0.9525889855231342,-2.8874573758875104,NA,NA,NA,NA,1.7862158171706959,NA,NA,NA,-0.3080145510273744
670,NA,1.3764445961685143,NA,NA,NA,NA,NA,NA,NA,-0.13008174082258372,NA,NA,3.252645371199967,NA,NA,5.621568935708412,NA,NA,NA,-3.3994699037343423
682,4.355303681329392,0.13910201015363033,0.4834855618263105,NA,-0.06196471424776051,1.1608637302692721,-3.521730886389328,1.9270149633518163,NA,NA,NA,NA,2.756213978648733,NA,NA,1.011568896674236,-1.4905714707031288,-4.853647635320046,-1.45779762220324,NA
709,NA,NA,NA,0.46933596436523184,NA,NA,NA,NA,NA,-0.2917285245434139,0.11388185915190885,-2.436939681425204,NA,NA,NA,0.2757975305208964,NA,NA,NA,1.4651614966024549
724,0.13909406243655406,NA,NA,NA,NA,NA,-3.8143027615907052,0.6061193584233656,NA,NA,1.331988465348334,NA,NA,NA,3.1549566073247957,NA,NA,NA,NA,NA
764,NA,-0.018993273106320985,-0.2661566936017308,NA,0.3916328359336608,NA,-0.5059536820427468,NA,NA,NA,NA,NA,NA,0.0198823737573941,NA,1.9065345690555726,0.2047343870323597,-5.4481863895568985,1.7728933351519929,NA
788,-0.6734954478005329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.274851932393152,0.3558614345372051,NA,NA,NA,-5.475162755316217,-2.7266216644683476,NA
795,NA,NA,-1.0630748704991175,NA,NA,NA,1.6099278752001673,NA,NA,NA,1.8228610892136383,NA,5.1237298191945,1.069865074961129,1.0773115560373563,NA,NA,NA,NA,NA
837,NA,NA,0.5639989567137794,-1.630556201847152,NA,NA,NA,-1.1484645776415179,NA,NA,-0.7061398484167272,0.8312454259005373,NA,NA,0.9948976082407179,NA,1.611369012221108,NA,NA,NA
872,NA,NA,3.269100302645601,NA,2.5852977017519176,NA,-1.1830665283562438,NA,-2.3220503694223975,NA,NA,0.2530263603432349,3.8163102133009446,1.2515539095983557,NA,NA,NA,NA,-0.7163585456267025,NA
924,2.6239937715913744,NA,NA,NA,NA,NA,-0.13024104471567255,-0.8748240957424622,NA,NA,NA,NA,2.7234017832088986,NA,NA,NA,-0.7136105898065068,NA,NA,-1.9825564360929533
934,-2.4891735476691133,0.6745723634198063,NA,NA,NA,NA,NA,-1.2077542221900737,NA,NA,-1.8867096227532474,-1.0081849801962437,NA,NA,0.6677967160440422,NA,NA,NA,NA,-2.888488574078748
936,1.7456132644149567,NA,1.3113139774727585,NA,NA,NA,-1.3495692929758496,NA,NA,NA,0.9692982990636385,NA,NA,NA,NA,NA,NA,NA,2.3137828544395975,NA
952,NA,2.0073887777318085,-0.0866974220164379,NA,0.5562648162435051,-0.5398053143099648,NA,NA,-2.9970262352648773,NA,2.5478010106684565,NA,NA,NA,0.04926098849857963,NA,-0.7549426071514966,NA,-2.948778750799047,NA
1003,-0.8524068088443439,NA,0.8810409682944802,NA,NA,-1.0203838537087973,NA,-0.6921402717545646,NA,NA,NA,NA,NA,NA,NA,NA,-1.571212562267242,NA,-2.3355659219213796,NA
1044,NA,NA,NA,NA,NA,NA,-2.2884068217089064,0.25172948626750324,NA,0.6541094034694639,NA,1.2477481235283663,NA,NA,NA,3.6028677654840586,-2.434087808046521,NA,-0.3766462047435666,-2.39625702965714
1055,0.33114295916470304,NA,NA,0.9601682807868245,0.359762463716358,NA,-0.03565420664104213,1.1394831872927391,-3.5538573244170673,NA,NA,NA,2.0758497866556085,NA,NA,NA,NA,-6.071025310302094,NA,-2.800202031472312
1065,NA,NA,4.038406867558418,NA,0.43974828631742446,-3.3551464116196064,NA,1.0709827438901673,NA,NA,NA,NA,1.7716969812083985,NA,2.456042891637764,NA,NA,-6.054501494412478,-0.9755255332552221,-3.6126013117188314
1067,NA,NA,3.0212656578658734,NA,NA,-1.7078799672163036,NA,NA,NA,NA,NA,NA,NA,NA,2.8824149853254,NA,NA,NA,NA,-4.444573457892474
1107,NA,3.9171854175108014,NA,NA,1.7525536508139532,NA,NA,NA,NA,2.323528660312833,2.0358153432070982,NA,NA,NA,1.5419756121253398,NA,NA,NA,NA,NA
1131,NA,NA,NA,NA,0.5748274970235092,0.08500647016830354,NA,-0.5706390372364807,NA,1.253898874733441,2.3942692411798627,0.3497762157604063,3.5483530042436358,NA,NA,NA,NA,-3.3708413701866617,0.7849244327791264,NA
1154,NA,NA,1.1264431319450536,NA,-2.028516531893069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.808386426348723,NA
1170,NA,2.1002564750109536,NA,NA,NA,-0.42684636873881787,NA,1.5857653239940679,-1.7698171778874627,2.093658115626676,NA,-0.7602255035495744,NA,1.0350667297854972,NA,NA,NA,-4.6913997489916675,NA,NA
1185,1.5413022100678606,NA,NA,NA,1.693282125457153,NA,NA,NA,NA,NA,NA,-2.541965484202694,NA,NA,0.4201387060674274,NA,NA,-5.6520106767302085,NA,NA
1206,NA,NA,NA,-1.5248631482634727,NA,NA,-2.63918949225799,NA,NA,NA,1.4551528783059493,NA,1.4902002597139148,-1.475537976879232,NA,1.7310035295495338,0.01960752816300737,-2.8021267489960637,-0.09314357752241387,NA
1211,NA,NA,-1.1263611856073985,NA,1.6258354402248634,NA,-1.8654070653619128,NA,NA,NA,NA,0.6268238511653139,1.604645427714647,NA,3.792779823614441,NA,NA,NA,-2.4145177539161504,NA
1253,NA,NA,NA,NA,NA,NA,-1.4527653139446732,NA,NA,NA,-1.4695517211734657,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,0.15915450409535814,NA,1.7587250401214698,NA,NA,-0.5977206976857985,-0.6245078181051262,NA,NA,NA,NA,1.6196663966882068,NA,1.3244067230062115,NA,NA,NA,NA,0.13384673980509904,-0.7357204566175247
1305,NA,NA,0.2338892006561573,1.1390497670021222,NA,-1.8504034435738141,NA,NA,NA,-0.49567559066870703,NA,NA,1.430552505492259,1.7710585316390732,NA,3.173901763758769,NA,-6.068091087421899,NA,NA
1326,NA,NA,NA,NA,NA,0.31788569973564285,NA,1.6905805679303858,-1.3807918905678216,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9208406097588121,NA
1331,NA,NA,2.7210527352879206,0.3370298438382976,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.761384357727464,NA,NA,NA,NA,NA,-1.895022909530998
1335,NA,NA,NA,2.293232510524556,0.2701981745364938,-2.3452230860828864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.259237058121224,NA,NA
1377,NA,-0.7789437170640765,NA,NA,2.0530220983134706,NA,NA,NA,NA,NA,NA,1.808298287888692,NA,NA,0.2547061796036465,NA,0.9635818731994702,-5.520142268944797,-0.15107097156862404,NA
1380,NA,NA,0.7191897694270448,-0.36530565415382205,NA,NA,0.08852352092204063,NA,NA,NA,NA,NA,2.984102033625918,1.3313790184644585,NA,NA,NA,NA,NA,NA
1391,NA,2.3574845493984076,NA,NA,NA,NA,-0.018157090743671445,NA,NA,NA,1.9927433215886055,0.20884350756365122,0.6484302534401563,1.6036604946475952,3.1563764864512764,NA,NA,NA,-0.5866013088053842,0.642720214411563
1425,NA,2.4788491652139553,NA,0.926430172143188,NA,NA,-0.15034448445530657,NA,NA,NA,NA,NA,NA,NA,NA,0.7055717125247037,NA,NA,NA,-2.8374351866189436
1426,-0.546338565035561,3.0768144418266914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.269449599306054,NA,NA,1.1149061481949496,NA,NA,NA,NA
1429,NA,NA,NA,NA,NA,0.6326119182800107,NA,2.6531347795979787,NA,-0.17151634926322873,NA,-0.20179614199192702,NA,NA,NA,NA,NA,-6.749977993829441,NA,NA
1521,NA,0.43151338709788645,NA,NA,NA,NA,-1.3593486392991507,NA,NA,NA,NA,NA,NA,NA,0.11289970150476525,NA,NA,NA,NA,NA
1531,NA,1.9483570553919614,NA,NA,NA,-1.118595703655884,NA,NA,NA,NA,NA,-0.04922935189959007,NA,NA,NA,NA,-0.5631543096593064,NA,NA,NA
1532,NA,NA,0.34065206360608746,NA,NA,-0.9884139127443261,NA,NA,NA,NA,NA,NA,NA,3.3152659724409945,NA,NA,NA,NA,-1.1662448206346578,NA
1536,NA,3.044959495326493,1.6138763200596498,-1.0268739481672227,-0.4262674890639722,NA,NA,NA,-0.21751426421206022,NA,NA,NA,2.135098450891323,NA,-0.7087922396448143,NA,NA,NA,NA,-1.002497167951579
1560,NA,NA,-1.2840874900351387,NA,NA,-4.326816342308655,NA,0.061192746682230695,NA,1.050631702300558,NA,0.8168733025881367,NA,0.13252343269889633,NA,NA,NA,-2.505007517705891,NA,0.17558511318301961
1564,NA,NA,NA,NA,NA,-1.8487500911684154,NA,NA,-2.3760202038730527,NA,0.9264468876943655,NA,NA,NA,NA,-0.039943220649765465,-0.3759079906797286,NA,NA,NA
1566,NA,NA,0.7885028202314925,NA,0.5890454703626031,-1.332341597737737,NA,NA,-1.5094193141316994,NA,NA,3.217335012192762,2.2635475830923752,NA,NA,NA,-0.1735869437765657,NA,1.2605744819987066,NA
1572,NA,1.3730708027152647,NA,NA,NA,NA,NA,1.4632890118638344,NA,NA,-2.1852293209253966,1.0070688043024245,NA,NA,NA,0.7716547863686694,NA,-7.302973591178899,NA,-1.3338929838056304
1583,NA,NA,-1.6361016815231695,0.010759025654802828,NA,NA,NA,NA,-3.1551021422719123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1604,0.9209318046713554,NA,NA,3.0392576431991727,0.48367944712915245,NA,-2.0645882903701707,NA,NA,NA,-0.017149348868775532,1.3376999422081028,1.3891064254705663,0.4844920850363701,2.6655057012418935,NA,NA,NA,NA,NA
1610,NA,NA,NA,-2.409354277429148,0.5490449333691607,NA,NA,NA,NA,0.7907099180690343,-0.40519220121775723,NA,1.5729364631022436,-0.6070152134476506,1.0862388406963512,NA,-0.7698960232937974,NA,NA,NA
1613,NA,NA,NA,NA,NA,NA,-1.714569535939059,NA,-0.6458278234807417,NA,NA,NA,NA,NA,3.753721889823344,NA,NA,-5.869090919351354,NA,-2.0518564614990504
1622,NA,NA,2.3247270066137924,NA,NA,NA,NA,NA,-1.07807195042614,NA,2.1185159833002674,NA,NA,1.4636907433303639,NA,NA,NA,-4.6287042402053995,0.9011855396800218,NA
1627,NA,NA,NA,NA,NA,1.4711931640007965,NA,NA,-2.610112970912544,NA,NA,1.5741554475628976,NA,NA,NA,NA,NA,NA,NA,NA
1629,0.5652108857293701,NA,NA,NA,0.7802280570225996,NA,NA,NA,NA,NA,0.16522844557747673,NA,NA,1.4152316018235716,NA,NA,-3.0464387646905973,-4.25177134378352,NA,-1.1475514376298237
1657,NA,NA,1.1449812218930333,0.5758847467354362,-3.872652947345209,NA,NA,-1.3662814113832664,NA,NA,1.790311328252601,NA,NA,NA,NA,NA,-0.9688365385301312,-4.361159298850391,-1.5622141973168864,NA
1663,0.6728214059100504,NA,NA,-0.36688411898307083,NA,-2.81747475909119,NA,NA,NA,1.4170866678065037,2.964105299172957,NA,NA,NA,NA,NA,NA,NA,NA,NA
1673,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.688490043660771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,NA,NA,NA,NA,-1.0036599487437203,-1.4321479262012993,NA,NA,-1.4655696725708038,NA,-0.45540588031614415,NA,1.622139593092183,-0.38144537456649846,0.615596806478803,NA,NA,NA,NA,NA
1702,NA,1.3209388652870828,-0.05037930090175191,NA,NA,-5.541006444424178,NA,NA,-0.8946464154801947,NA,0.19853743045740413,NA,NA,2.5096824649752563,NA,NA,NA,NA,NA,NA
1742,-1.7457800261219547,3.1808011264724767,NA,NA,NA,NA,0.29417233175827606,0.47352189858803373,NA,NA,NA,NA,NA,NA,NA,0.8601761161213524,NA,NA,-1.3221669692856715,NA
1747,NA,NA,1.361308457845479,0.7658795007972223,NA,NA,NA,NA,NA,NA,2.34329585182175,NA,NA,2.0202262915182954,NA,-0.9902751035221591,-0.6063441366196165,NA,NA,-2.0785378524918956
1755,NA,NA,0.7323671302440433,-0.5036451692289021,NA,NA,-2.299590153470998,1.2119034944230305,-0.5729246386676685,0.0010765041546605403,NA,NA,NA,NA,-1.7180463659584801,NA,NA,-6.10434171564203,NA,NA
1775,0.5660055005178588,0.13651142833202812,NA,NA,NA,NA,NA,NA,-3.049143837531549,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008409632254125499,-3.4970831801423694
1827,NA,NA,1.4660768174975753,NA,-0.5287862531038681,NA,NA,NA,NA,NA,NA,2.1902379918639654,4.211617512020878,NA,NA,NA,-0.7328293838298646,-6.065751925288331,NA,NA
1850,NA,NA,NA,-1.6104113576768646,NA,NA,1.1822289593713615,NA,NA,0.11473418128757096,NA,2.1881867825332684,3.302168292264088,0.6989790427376303,NA,NA,NA,NA,-1.182338405652771,NA
1889,NA,NA,NA,NA,NA,-2.315168991346008,NA,NA,-1.8904995585329665,NA,3.604179981534896,3.647986516893643,NA,-0.006766250061120305,NA,NA,NA,NA,NA,NA
1911,1.27642887025207,NA,NA,NA,-0.23200916948128147,NA,NA,NA,NA,NA,NA,NA,NA,0.6055217764416849,NA,NA,0.16363765726260954,NA,NA,NA
1912,NA,NA,-1.0565675773576928,NA,NA,NA,NA,NA,NA,NA,NA,-0.5385212074076636,NA,NA,NA,NA,NA,NA,-0.05577185709525698,-0.24655685945620143
1913,NA,NA,NA,NA,NA,NA,NA,1.043319728593986,-0.5348462923579885,NA,NA,-0.5621694501418691,NA,NA,NA,NA,NA,NA,NA,NA
1914,NA,NA,-0.4273938044949618,2.782373611196208,NA,1.077421005632678,2.3876099532410846,NA,NA,NA,0.7512419698883828,-1.4537497055921196,NA,0.9121661317594283,1.7676126162407981,NA,NA,NA,NA,NA
1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4446488527589048,1.4501557861235643,NA,NA,NA,NA,0.2967569247163594,NA
1927,NA,NA,NA,NA,NA,NA,-0.6476190812680612,NA,-2.4987186677317523,NA,NA,NA,NA,NA,-0.2573204092443515,4.079299107748036,NA,NA,-0.39042352241955086,NA
